"Type of Project Owner","Administration","Type of External Services","Region","Divisional","Budgetary year","Project description","Type of service","Provisionary amount of contract","Project owner","Method of tendering","Launching date","Date of attribution of contract","Date of signing of contract","Date of start-off of work","Date of receipt of services"
"2","15","2","5","28","2016","Construction d'un forage à l'ENIEG d'EDEA","AI","8 500 000","DD MINMAP SANAGA MARITIME / ENIEG D EDEA","AONO","18/01/2016","25/02/2016","11/03/2016","21/03/2016","21/06/2016"
"2","15","2","5","28","2016","Construction d'un logement d'astreinte au Lycée d'OMENG","BEC","25 000 000","DD MINMAP SANAGA MARITIME / LYCEE D OMENG","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","28","2016","Equipement de l'atelier de chaudronnerie du LT d'Edéa","AG","30 000 000","DD MINMAP SANAGA MARITIME / LYCEE  TECHNIQUE EDEA","AONO","25/01/2016","25/02/2016","11/03/2016","21/03/2016","19/05/2016"
"2","15","2","5","28","2016","Construction d'un atelier d'électricité au Lycée technique de NYANON","BEC","25 000 000","DD MINMAP SANAGA MARITIME / LYCEE  TECHNIQUE DE NYANON","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","28","2016","construction d'un bloc de deux (02) salles de classe au CES POCKMAHONDA","BEC","19 000 000","DD MINMAP SANAGA MARITIME / CES DE POCKMAHONDA","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","28","2016","Construction d'un bloc de deux (02) salles de classe au Lycée de Massok Songloulou","BEC","20 500 000","DD MINMAP SANAGA MARITIME / LYCEE DE  MASSOCK","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","28","2016","Construction d'un bloc de deux salles de classe au CETIC de KOPONGO","BEC","19 000 000","DD MINMAP SANAGA MARITIME / CETIC DE  KOPONGO","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","28","2016","Construction d'un bloc de deux salles de classe au CES de SO'O","BEC","21 000 000","DD MINMAP SANAGA MARITIME / CES DE SO O","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","28","2016","Construction de bloc de deux (02) salles de classe au CETIC d'ITAT MBAI","BEC","19 000 000","DD MINMAP SANAGA MARITIME / CETIC ITAT MBAI","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","28","2016","Construction de bloc de deux (02) salles de classe au CES de NKONGA","BEC","19 000 000","DD MINMAP SANAGA MARITIME / CES DE NKONGA","AONO","25/01/2016","99 278 000","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","28","2016","Construction d'un bloc de deux (02) salle de classe au CETIC  de MBONGO","BEC","19 000 000","DD MINMAP SANAGA MARITIME / CETIC DE MBONGO","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","28","2016","Construction d'un bloc de deux (02) salles de classe au Lycée Bil. De la Ferme Suisse","BEC","19 000 000","DD MINMAP SANAGA MARITIME / LYCEE DE LA  FERME SUISSE","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","28","2016","Equipement de l'atelier de maçonnerie du CETIC de SONG MONGUE YASSOUKOU","AG","15 000 000","DD MINMAP SANAGA MARITIME / CETIC de SONG","DC","25/01/2016","25/02/2016","11/03/2016","21/03/2016","19/05/2016"
"2","15","2","5","28","2016","Construction d'un bloc de deux (02) salles de classes au C.E.T.IC de SONG MONGUE YASSOUKOU","BEC","19 000 000","DD MINMAP SANAGA MARITIME / CETIC de SONG","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","28","2016","Construction d'un bloc de deux (02) salles de classes au Lycée Bilingue d'Edéa I","BEC","19 000 000","DD MINMAP SANAGA MARITIME / Lycée Bilingue","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","1","2","5","28","2016","Réhabilitation Sous Prefecture de POUMA","BEC","6 100 000","DD MINMAP SANAGA MARITIME / SOUS","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","34","2","5","28","2016","Construction d'une clôture + guérite à la DDTOURL/SM","BEC","20 000 000","DD MINMAP SANAGA MARITIME / DD MINTOUL","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"2","20","2","5","28","2016","Réhabilitation de la DDFOF/SM","BEC","7 500 000","DD MINMAP SANAGA MARITIME / DD MINFOF","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","28","2016","Construction d'un bloc de deux (02) salles de classe au CETIC de MALIMBA","BEC","19 000 000","DD MINMAP SANAGA MARITIME / DD MINESEC","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","28","2016","Construction d'un bloc de deux (02) salles de classe au CES de MALIMBA GARE","BEC","19 500 000","DD MINMAP SANAGA MARITIME / DD MINESEC","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","13","2","5","28","2016","Acquisition du mobilier de bureau (06 bureaux; 06 fauteuils; 06 meubles de rangement; 12 chaises visiteurs) à la DDFOP/SM","AG","6 000 000","DD MINMAP SANAGA MARITIME / DD MINEFOP","DC","25/01/2016","25/02/2016","11/03/2016","21/03/2016","21/04/2016"
"2","10","2","5","28","2016","Acquisition d'un Pick UP à la DDEPAT/SM","AG","25 000 000","DD MINMAP SANAGA MARITIME / DD MINEPAT","DC","15/01/2016","15/02/2016","29/02/2016","10/03/2016","08/04/2016"
"2","15","2","6","30","2016","Construction de deux salles de classe au CES de HAMALADE","BEC","19 000 000","DD MINMAP BENOUE / CES DE HAMALADE","AONO","18/01/2016","25/02/2016","11/03/2016","28/03/2016","28/06/2016"
"2","15","2","6","30","2016","- CONSTRUCTION d 'un Bloc de deux Salles de Classes au CETIC DE Ngong","BEC","16 000 000","DD MINMAP BENOUE / CETIC DE NGONG","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"2","15","2","6","30","2016","Construction d'un Bloc de deux Salles de classes au CES de KOZA II","BEC","190 000 000","DD MINMAP BENOUE /  CES de KOZA II","AONO","26/02/2016","04/04/2016","18/04/2016","28/04/2016","28/07/2016"
"2","15","2","6","30","2016","Construction d'un bloc de deux salles de classe au CES de Wouro-Kessoum.","BEC","19 000 000","DD MINMAP BENOUE / CES de Wouro - Kessoum","AONO","07/03/2016","14/04/2016","29/04/2016","09/05/2016","09/08/2016"
"2","15","2","6","30","2016","Equipement du centre de ressources multimédia en 15 ordinateurs complets, 15 tables, 15 chaises, un scanner, les connexions réseaux et un serveur.","AG","20 000 000","DD MINMAP BENOUE / Lycée bilingue de Ngalbidjé","DC","29/01/2016","29/02/2016","14/03/2016","17/03/2016","17/05/2016"
"2","13","2","6","30","2016","Acquisition de six (06) ordinateurs complets ( ordinateurs, imprimante, onduleur, surge).","AG","6 000 000","DD MINMAP BENOUE / DD MINEFOP BENOUE","DC","12/02/2016","14/03/2016","28/03/2016","01/04/2016","02/05/2016"
"2","15","1","6","0","2016","Equipement de l'atélier d'electricité de l'ENIET de Garoua","AG","25 210 000","DR MINMAP NO / ENIET DE GAROUA","DC","12/02/2016","14/03/2016","28/03/2016","01/04/2016","01/07/2016"
"2","15","1","6","0","2016","Construction d'un atélier d'électricité à l'ENIET de Garoua","BEC","25 000 000","DR MINMAP NO / ENIET DE GAROUA","AONO","29/01/2016","07/03/2016","21/03/2016","25/03/2016","24/06/2016"
"2","27","1","6","0","2016","Réhabilitation de la Délégation Régionale des Postes et Télécommunication du Nord.","BEC","31 000 000","DR MINMAP NO / DR MINPOSTEL NO","AONO","02/03/2016","25/04/2016","13/05/2016","01/06/2016","01/09/2016"
"2","26","1","6","0","2016","GAROUA : Travaux de réhabilitation du village artisanal de Garoua","BEC","12 575 000","DR MINMAP NO / DR MINPMEESA NO","AONO","12/02/2016","21/03/2016","04/04/2016","21/04/2016","21/07/2016"
"2","39","1","6","0","2016","Finalisation de la construction de la Délégation Régionale du MINEPDED-NO","AI","40 000 000","DR MINMAP NO / DR MINEPDED NO","AONO","29/02/2016","07/04/2016","22/04/2016","09/05/2016","09/08/2016"
"2","39","1","6","0","2016","Restauration des berges dégradés sur la rive droite de la Bénoué.","AI","10 000 000","DR MINMAP NO / DR MINEPDED NO","AONO","04/03/2016","11/04/2016","25/04/2016","12/05/2016","12/07/2016"
"2","39","1","6","0","2016","mise en défens du site reboisé 2016 du bassin versant de la Bénoué.","AI","15 000 000","DR MINMAP NO / DR MINEPDED NO","AONO","04/03/2016","11/04/2016","25/04/2016","12/05/2016","12/08/2016"
"2","39","1","6","0","2016","Mise en place d'un dispositif d'arrosage et accesoires pour l'aménagement des berges de la Bénoué.","AI","10 000 000","DR MINMAP NO / DR MINEPDED NO","AONO","04/03/2016","11/04/2016","25/04/2016","12/05/2016","12/07/2016"
"2","12","1","6","0","2016","Equipement de la Délégation du Minepia Nord 2 eme Phase","AG","10 000 000","DR MINMAP NO / DR MINEPIA NO","DC","03/03/2016","01/04/2016","15/04/2016","28/04/2016","27/05/2016"
"2","11","1","6","0","2016","Equipement en Matériel de Bureau (un copieur couleur ,ricoh aficio)","AG","11 500 000","DR MINMAP NO / DR MINEDUB NO","DC","26/02/2016","28/03/2016","11/04/2016","21/04/2016","23/05/2016"
"2","29","1","6","0","2016","Appui à la mise en place d'une ferme école et de recherche avicole ,une embouche bovine et ovine dans la localité de Ngong","BEC","10 000 000","DR MINMAP NO / DR MINRESI NO","AONO","11/03/2016","18/04/2016","02/05/2016","19/05/2016","19/08/2016"
"2","19","1","6","0","2016","Acquisition et équipement des services (micro ordinateur complet, trois splits et un fauteuil directeur)","AG","6 600 000","DR MINMAP NO / DR MINFOPRA NO","DC","17/02/2016","21/03/2016","08/04/2016","15/04/2016","16/05/2016"
"2","19","1","6","0","2016","Construction et aménagement des édifices (Construction de la Délégation Régionale du MINFOPRA- NO)","BEC","50 000 000","DR MINMAP NO / DR MINFOPRA NO","AONO","17/02/2016","11/04/2016","29/04/2016","06/05/2016","06/09/2016"
"2","7","1","6","0","2016","Acquisition du matériel de bureau à la Délégation Régionale de la Communication du Nord.","AG","15 000 000","DR MINMAP NO / DR MINCOM NO","DC","05/02/2016","07/03/2016","21/03/2016","25/03/2016","25/04/2016"
"2","7","1","6","0","2016","Acquisition du matériel de bureau à la Délégation Régionale de la Communication du Nord.","AG","10 000 000","DR MINMAP NO / DR MINCOM NO","DC","05/02/2016","07/03/2016","21/03/2016","25/03/2016","25/04/2016"
"2","7","1","6","0","2016","Acquisition du matériel informatique à la Délégation Réginale de la Communication du Nord.","AG","15 000 000","DR MINMAP NO / DR MINCOM NO","DC","05/02/2016","07/03/2016","21/03/2016","25/03/2016","25/04/2016"
"2","7","1","6","0","2016","Refection batiment à la Délégation Régionale de la Communiction de Nord.","BEC","55 000 000","DR MINMAP NO / DR MINCOM NO","AONO","05/02/2016","14/03/2016","28/03/2016","01/04/2016","01/07/2016"
"2","15","2","6","32","2016","CES de BERE: Construction d'un bloc de deux salles de classe","BEC","19 000 000","DD MINMAP MAYO REY / Lycée de Béré","AONO","22/01/2016","29/02/2016","14/03/2016","31/03/2016","30/06/2016"
"2","15","2","6","32","2016","Lycée Technique de Touboro: Equipement de l'atelier d'électricité","AG","10 000 000","DD MINMAP MAYO REY / Lycée Technique de Touboro","DC","25/01/2016","25/02/2016","11/03/2016","28/03/2016","28/04/2016"
"2","37","2","6","32","2016","Travaux de Réhabilitation d'un ouvrage éffondré au Pk18+500 de la route départementale NO87: tronçon limite Mayo-Rey-OuroBali-Dobinga- Mayo Wondé (Inter","ROUTE","50 000 000","DR MINMAP NO / DD MINTP MAYO REY","AONO","25/01/2016","03/03/2016","18/03/2016","04/04/2016","04/07/2016"
"2","20","2","6","32","2016","Réhabilitation Délégation Départementale MINFOF Mayo-Rey","BEC","5 000 000","DD MINMAP MAYO REY / DD MINFOF MAYO REY","AONO","26/02/2016","04/04/2016","18/04/2016","28/04/2016","28/07/2016"
"2","15","2","6","32","2016","Réhabilitation de la Délégation départementale des enseignements secondaires du Mayo- REY","BEC","10 000 000","DD MINMAP MAYO REY / DD MINESEC MAYO REY","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"2","21","2","6","32","2016","Travaux de réhabilitation de la Délégation Départementale du Mayo-Rey à Tcholliré","BEC","10 000 000","DD MINMAP MAYO REY / DD MINHDU MAYO REY","AONO","01/02/2016","10/03/2016","25/03/2016","11/04/2016","11/07/2016"
"2","13","2","6","32","2016","Aquisition mobilier de bureau (6 bureaux, 6 Fauteuls, 6 meubles de rangement, 12 chaises visiteurs)","AG","6 000 000","DD MINMAP MAYO REY / DD MINEFOP MAYO REY","DC","08/02/2016","10/03/2016","25/03/2016","11/04/2016","11/05/2016"
"2","15","2","5","29","2016","Construction de deux (2) salles de classe au CES de BAKEM","BEC","19 000 000","DD MINMAP MOUNGO / CES BAKEM","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","29","2016","Construction d'un blo de deux (02) salles de classe au Lycée Technique de Nkongsamba II","BEC","19 000 000","DD MINMAP MOUNGO / LYTECH NKONGSAMBA II","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","29","2016","Equipement de l'atelier d'électricité du Lycée Technique de Mbanga","AG","30 000 000","DD MINMAP MOUNGO / LYTECH MBANGA","DC","25/01/2016","25/02/2016","11/03/2016","21/03/2016","23/05/2016"
"2","15","2","5","29","2016","Equipement du Centre multimédia du Lycée de Loum","AG","20 000 000","DD MINMAP MOUNGO / Lycée de Loum","DC","25/01/2016","25/02/2016","11/03/2016","21/03/2016","21/06/2016"
"2","15","2","5","29","2016","Construction d'un bloc de deux (02) alles de classe au Lycée Technique de Souza","BEC","20 000 000","DD MINMAP MOUNGO / LYTECH SOUZA","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","15","2","5","29","2016","Construction d'un bloc de deux (02) salles de classe au Lycée Bilingue de Dibombari","BEC","19 000 000","DD MINMAP MOUNGO / LYBI DIBOMBARI","AONO","25/01/2016","03/03/2016","18/03/2016","28/03/2016","28/06/2016"
"2","1","2","5","29","2016","Réhabilitation de la Sous-préfecture de Melong","BEC","30 000 000","DD MINMAP MOUNGO / SP MELONG","AONO","01/02/2016","10/03/2016","25/03/2016","04/04/2016","04/07/2016"
"2","15","2","6","33","2016","Construction d'un bloc de deux salle de classe au CES de YELI","BEC","19 000 000","DD MINMAP FARO / CES DE YELI","AONO","25/01/2016","03/03/2016","18/03/2016","04/04/2016","04/08/2016"
"2","15","2","6","33","2016","Construction de deux salles de classe","BEC","19 000 000","DD MINMAP FARO / ENIEG DE POLI","AONO","25/01/2016","03/03/2016","18/03/2016","04/04/2016","04/07/2016"
"2","13","2","6","33","2016","Acquisition mobilier de bureau ( 6bureaux, 6 fauteuils, 6 meubles de rangement et 12 chaises visiteurs)","AG","6 000 000","DD MINMAP FARO / DD MINEFOP FARO","DC","25/01/2016","25/02/2016","11/03/2016","28/03/2016","28/04/2016"
"2","34","1","5","0","2016","Construction d'une structure d'accueil : campement écotouristique a MOUANKO","BEC","91 000 000","DR MINMAP LT / DR MINTOUL LT","AONO","29/01/2016","23/03/2016","12/04/2016","25/04/2016","29/07/2016"
"2","20","1","5","0","2016","Construction d'une clôture pour la sécurisation du bâtiment abritant les services de la délégation régionale des","BEC","30 000 000","DR MINMAP LT / DR MINFOF LT","AONO","17/02/2016","11/04/2016","29/04/2016","11/05/2016","11/08/2016"
"2","15","1","5","0","2016","Maitrise d'uvre des travaux de construction de la délégation régionale","SPI","10 000 000","DR MINMAP LT / DR MINESEC LT","AONR","17/02/2016","25/04/2016","10/05/2016","24/05/2016","24/08/2016"
"2","15","1","5","0","2016","Poursuite des travaux de construction de la délégation régionale","BEC","100 000 000","DR MINMAP LT / DR MINESEC LT","AONO","17/02/2016","11/04/2016","29/04/2016","11/05/2016","11/08/2016"
"2","12","1","5","0","2016","Finalisation de la construction de la DAEPIA de douala iv","BEC","10 000 000","DR MINMAP LT / DR MINEPIA LT","AONO","17/02/2016","11/04/2016","29/04/2016","11/05/2016","08/07/2016"
"2","10","1","5","0","2016","Equipement de divers bureau délégation régionale","BEC","10 000 000","DR MINMAP LT / DR MINEPAT LT","AONO","11/03/2016","04/05/2016","24/05/2016","06/06/2016","07/07/2016"
"2","14","1","5","0","2016","Construction de DDMINEE NKAM (phase 2)","BEC","30 000 000","DR MINMAP LT / DR MINEE LT","AONO","30/03/2016","99 278 000","10/06/2016","22/06/2016","22/09/2016"
"2","14","1","5","0","2016","Axe BENGA - BEBONDO electrification rurale (phase 1)","AI","55 965 000","DR MINMAP LT / DR MINEE LT","AONO","02/03/2016","25/04/2016","13/05/2016","25/05/2016","22/08/2016"
"2","14","1","5","0","2016","Travaux de réhabilitation de la délégation DR","AI","20 000 000","DR MINMAP LT / DR MINEE LT","AONO","17/02/2016","11/04/2016","29/04/2016","11/05/2016","11/08/2016"
"2","14","1","5","0","2016","Electrification rurale (phase 1) NINONG","AI","103 500 000","DR MINMAP LT / DR MINEE LT","AONO","17/02/2016","11/04/2016","29/04/2016","11/05/2016","11/08/2016"
"2","32","1","5","0","2016","Construction du CSI de BINOUM","BEC","50 000 000","DR MINMAP LT / DR MINSANTE LT","AONO","15/02/2016","08/04/2016","27/04/2016","09/05/2016","08/07/2016"
